,词,TFIDF
0,阿富汗,0.014120337251915227
1,资中,0.013287954909561098
2,男排,0.007593117091177769
3,金山,0.006791684389271162
4,银山,0.006791684389271162
5,绿水青山,0.006354667853399469
6,安吉县,0.005694837818383328
7,抗战,0.005694837818383328
8,林火,0.005694837818383328
9,14,0.004981541131251494
10,深港,0.004545340006509455
11,纪念活动,0.004545340006509455
12,教堂,0.004545340006509455
13,装置,0.004539048466713907
14,日本,0.004197150048411922
15,火灾,0.004034382071975779
16,纪念馆,0.003872926891902217
17,撤离,0.003872926891902217
18,采石,0.0037965585455888846
19,满目疮痍,0.0037965585455888846
20,氯化钡,0.0037965585455888846
21,规律,0.0037965585455888846
22,重大突破,0.0037965585455888846
23,前海,0.0037965585455888846
24,梦工场,0.0037965585455888846
25,十二五,0.0037965585455888846
26,生产指数,0.0037965585455888846
27,0.1,0.0037965585455888846
28,投降,0.0037965585455888846
29,缅怀,0.0037965585455888846
30,勿忘,0.0037965585455888846
31,亚洲杯,0.0037965585455888846
32,仓皇,0.0037965585455888846
33,月份,0.0033627777386209326
34,成渝,0.003290385971099686
35,美军,0.003290385971099686
36,人与自然,0.0030302266710063026
37,共生,0.0030302266710063026
38,财富,0.0030302266710063026
39,电子,0.0030302266710063026
40,高分,0.0030302266710063026
41,频率,0.0030302266710063026
42,无条件,0.0030302266710063026
43,资中县,0.0030302266710063026
44,塔利班,0.0030302266710063026
45,入侵,0.0030302266710063026
46,内部,0.0030302266710063026
47,15,0.0029767996011640487
48,革命,0.0027346879538948077
49,造林,0.002723429080028344
50,土地,0.002723429080028344
51,观察,0.0025819512612681446
52,关键技术,0.0025819512612681446
53,合作社,0.0025819512612681446
54,科技兴农,0.0025819512612681446
55,夺得,0.0025819512612681446
56,澳门,0.0025819512612681446
57,侵略,0.0025819512612681446
58,男子,0.0025819512612681446
59,深圳,0.0024677894783247645
60,变化,0.0022909716565766187
61,和谐,0.0022638947964237206
62,软件,0.0022638947964237206
63,省区市,0.0022638947964237206
64,5.7%,0.0022638947964237206
65,比上,0.0022638947964237206
66,强县,0.0022638947964237206
67,冠军,0.0022638947964237206
68,庆祝,0.0022638947964237206
69,国家级,0.0022463443827617086
70,长江,0.002197152777418153
71,转型,0.002098575024205961
72,深刻,0.002098575024205961
73,经济带,0.002051015965421106
74,同期,0.002051015965421106
75,胜利,0.002051015965421106
76,巴基斯坦,0.002051015965421106
77,十三,0.0020171910359878895
78,常年,0.0020171910359878895
79,77,0.0020171910359878895
80,现代农业,0.0020171910359878895
81,水利,0.0020171910359878895
82,警方,0.0020171910359878895
83,服务业,0.0019215872792119613
84,干旱,0.0019215872792119613
85,掩映,0.0018982792727944423
86,溪水,0.0018982792727944423
87,潺潺,0.0018982792727944423
88,碧水青山,0.0018982792727944423
89,漫天,0.0018982792727944423
90,浙江省委,0.0018982792727944423
91,余村,0.0018982792727944423
92,凝结,0.0018982792727944423
93,深邃,0.0018982792727944423
94,竹海,0.0018982792727944423
95,资源优势,0.0018982792727944423
96,365,0.0018982792727944423
97,获评,0.0018982792727944423
98,百强县,0.0018982792727944423
99,这篇大,0.0018982792727944423
100,主力军,0.0018982792727944423
101,禁渔,0.0018982792727944423
102,退捕,0.0018982792727944423
103,上岸,0.0018982792727944423
104,转产,0.0018982792727944423
105,腾退,0.0018982792727944423
106,457,0.0018982792727944423
107,芯片组,0.0018982792727944423
108,纯度,0.0018982792727944423
109,一跃,0.0018982792727944423
110,描绘出,0.0018982792727944423
111,毛乌素沙漠,0.0018982792727944423
112,万多平方公里,0.0018982792727944423
113,流沙,0.0018982792727944423
114,止步,0.0018982792727944423
115,生绿,0.0018982792727944423
116,上饶,0.0018982792727944423
117,望仙谷,0.0018982792727944423
118,矿区,0.0018982792727944423
119,摇身,0.0018982792727944423
120,蜕变,0.0018982792727944423
121,桂林,0.0018982792727944423
122,漓江,0.0018982792727944423
123,丰厚,0.0018982792727944423
124,87.5%,0.0018982792727944423
125,84.9%,0.0018982792727944423
126,18.9,0.0018982792727944423
127,9.6,0.0018982792727944423
128,近十年,0.0018982792727944423
129,森林资源,0.0018982792727944423
130,自然规律,0.0018982792727944423
131,洞见,0.0018982792727944423
132,创新型,0.0018982792727944423
133,行列,0.0018982792727944423
134,多颗,0.0018982792727944423
135,细微,0.0018982792727944423
136,泥泞,0.0018982792727944423
137,蕴藏,0.0018982792727944423
138,茁壮成长,0.0018982792727944423
139,601,0.0018982792727944423
140,孵化,0.0018982792727944423
141,331,0.0018982792727944423
142,金融城,0.0018982792727944423
143,195,0.0018982792727944423
144,专利,0.0018982792727944423
145,1755.7,0.0018982792727944423
146,视线,0.0018982792727944423
147,遍布全国,0.0018982792727944423
148,从何而来,0.0018982792727944423
149,份文件,0.0018982792727944423
150,数据分析,0.0018982792727944423
151,3484,0.0018982792727944423
152,猛增,0.0018982792727944423
153,7793,0.0018982792727944423
154,184,0.0018982792727944423
155,占全,0.0018982792727944423
156,张江,0.0018982792727944423
157,科学城,0.0018982792727944423
158,光源,0.0018982792727944423
159,蛋白质,0.0018982792727944423
160,光机所,0.0018982792727944423
161,亮度,0.0018982792727944423
162,能散,0.0018982792727944423
163,电子束,0.0018982792727944423
164,获批,0.0018982792727944423
165,超级,0.0018982792727944423
166,计算中心,0.0018982792727944423
167,光谷,0.0018982792727944423
168,喻家,0.0018982792727944423
169,山下,0.0018982792727944423
170,山洞,0.0018982792727944423
171,脉冲,0.0018982792727944423
172,精度,0.0018982792727944423
173,惯性,0.0018982792727944423
174,第三十四,0.0018982792727944423
175,第十二位,0.0018982792727944423
176,火星,0.0018982792727944423
177,阔步,0.0018982792727944423
178,3.8%,0.0018982792727944423
179,稳定增长,0.0018982792727944423
180,35870,0.0018982792727944423
181,商品销售,0.0018982792727944423
182,319812,0.0018982792727944423
183,5.4%,0.0018982792727944423
184,增势,0.0018982792727944423
185,112.7%,0.0018982792727944423
186,带来不利,0.0018982792727944423
187,抗灾,0.0018982792727944423
188,降水量,0.0018982792727944423
189,85,0.0018982792727944423
190,渍涝,0.0018982792727944423
191,阜新市,0.0018982792727944423
192,抢排,0.0018982792727944423
193,尽快恢复,0.0018982792727944423
194,落实到户,0.0018982792727944423
195,抽雄,0.0018982792727944423
196,吐丝,0.0018982792727944423
197,结实率,0.0018982792727944423
198,偏高,0.0018982792727944423
199,点多,0.0018982792727944423
200,襄阳,0.0018982792727944423
201,富农,0.0018982792727944423
202,黄忠,0.0018982792727944423
203,兵正,0.0018982792727944423
204,据预测,0.0018982792727944423
