,词,TFIDF
0,妇女,0.015508868448136426
1,里斯本,0.010598725939768969
2,民警,0.008832271616474142
3,26,0.007994536509928825
4,27,0.007508433300621589
5,妇女儿童,0.007065817293179314
6,再生稻,0.007065817293179314
7,平安,0.006006622725866864
8,诈骗,0.006006622725866864
9,女性,0.005639588526595064
10,公安机关,0.005639588526595064
11,中英关系,0.0052993629698844845
12,英军,0.0052993629698844845
13,受害人,0.0052993629698844845
14,汽车产业,0.004805298180693492
15,污水,0.004805298180693492
16,脊髓灰质炎,0.004805298180693492
17,幸存者,0.004229691394946298
18,案件,0.004229691394946298
19,外文出版社,0.004229691394946298
20,陆港,0.004229691394946298
21,母婴,0.004213359760010814
22,电信,0.004213359760010814
23,北京市,0.004213359760010814
24,贵阳,0.004213359760010814
25,英国,0.003905681295049984
26,1942,0.003532908646589657
27,营救,0.003532908646589657
28,战俘,0.003532908646589657
29,中英,0.003532908646589657
30,结下,0.003532908646589657
31,情谊,0.003532908646589657
32,名英,0.003532908646589657
33,英国政府,0.003532908646589657
34,配备,0.003532908646589657
35,义务教育,0.003532908646589657
36,人民警察,0.003532908646589657
37,立案,0.003532908646589657
38,治安,0.003532908646589657
39,拐卖妇女,0.003532908646589657
40,国开,0.003532908646589657
41,探访,0.003532908646589657
42,沙利文,0.003532908646589657
43,未经,0.003532908646589657
44,友好,0.00316001982000811
45,复合,0.00316001982000811
46,玉米,0.0031292515067722565
47,低碳,0.003061886945328875
48,文明,0.0028624018128030936
49,舟山,0.002819794263297532
50,预防,0.002819794263297532
51,黄淮海,0.002819794263297532
52,金属,0.002819794263297532
53,议员,0.002819794263297532
54,新能源,0.0026822155772333626
55,实践,0.002613970691193701
56,清洁,0.0025447790682076687
57,平等,0.002534302060581931
58,带状,0.002534302060581931
59,机构,0.0024410508094062397
60,朋友,0.002402649090346746
61,盟友,0.002402649090346746
62,两国人民,0.002402649090346746
63,致信,0.002402649090346746
64,无论是,0.002402649090346746
65,规则,0.002402649090346746
66,机关,0.002402649090346746
67,中关村,0.002402649090346746
68,利润,0.002402649090346746
69,诸多,0.002402649090346746
70,排放,0.002402649090346746
71,汽车,0.002235179647694469
72,致力于,0.002106679880005407
73,渔民,0.002106679880005407
74,权益,0.002106679880005407
75,动车组,0.002106679880005407
76,科研,0.002106679880005407
77,气候变化,0.002106679880005407
78,犯罪,0.002106679880005407
79,中稻,0.002106679880005407
80,样本,0.002106679880005407
81,该州,0.002106679880005407
82,创业,0.0020903482450699232
83,装备,0.002041353340263472
84,社区,0.00201460175028274
85,陆续,0.001952840647524992
86,专项,0.001952840647524992
87,养老,0.0019085843011557512
88,手机,0.0018771083251553973
89,有利于,0.0018771083251553973
90,亿亩,0.0018771083251553973
91,1200,0.0018771083251553973
92,东北地区,0.0018771083251553973
93,吸引,0.0018771083251553973
94,第二次世界大战,0.0017664543232948284
95,并肩作战,0.0017664543232948284
96,法西斯,0.0017664543232948284
97,佳话,0.0017664543232948284
98,这段,0.0017664543232948284
99,熟悉,0.0017664543232948284
100,大使级,0.0017664543232948284
101,半个世纪,0.0017664543232948284
102,友好人士,0.0017664543232948284
103,不断前进,0.0017664543232948284
104,日军,0.0017664543232948284
105,征用,0.0017664543232948284
106,客货船,0.0017664543232948284
107,押运,0.0017664543232948284
108,返回,0.0017664543232948284
109,843,0.0017664543232948284
110,384,0.0017664543232948284
111,舍命,0.0017664543232948284
112,救起,0.0017664543232948284
113,深表,0.0017664543232948284
114,访英,0.0017664543232948284
115,为例,0.0017664543232948284
116,中英两国,0.0017664543232948284
117,永不,0.0017664543232948284
118,宝贵财富,0.0017664543232948284
119,莫利,0.0017664543232948284
120,女维尼,0.0017664543232948284
121,感念,0.0017664543232948284
122,恩情,0.0017664543232948284
123,英中,0.0017664543232948284
124,世代,0.0017664543232948284
125,行使,0.0017664543232948284
126,民主权利,0.0017664543232948284
127,温馨,0.0017664543232948284
128,舒适,0.0017664543232948284
129,私密,0.0017664543232948284
130,整洁,0.0017664543232948284
131,二胎,0.0017664543232948284
132,妈妈,0.0017664543232948284
133,陈景红,0.0017664543232948284
134,具体位置,0.0017664543232948284
135,再也,0.0017664543232948284
136,大宝,0.0017664543232948284
137,发愁,0.0017664543232948284
138,小小,0.0017664543232948284
139,关爱,0.0017664543232948284
140,大修,0.0017664543232948284
141,公共设施,0.0017664543232948284
142,男女平等,0.0017664543232948284
143,制度化,0.0017664543232948284
144,80.88,0.0017664543232948284
145,死亡率,0.0017664543232948284
146,十万分,0.0017664543232948284
147,十六点,0.0017664543232948284
148,评定,0.0017664543232948284
149,妇幼,0.0017664543232948284
150,高绩效,0.0017664543232948284
151,性别,0.0017664543232948284
152,高等教育,0.0017664543232948284
153,本专科,0.0017664543232948284
154,女生,0.0017664543232948284
155,人生,0.0017664543232948284
156,出彩,0.0017664543232948284
157,梦想成真,0.0017664543232948284
158,机会,0.0017664543232948284
159,梁建英,0.0017664543232948284
160,CR400AF,0.0017664543232948284
161,复兴号,0.0017664543232948284
162,总工程师,0.0017664543232948284
163,浩瀚,0.0017664543232948284
164,星辰,0.0017664543232948284
165,拼搏,0.0017664543232948284
166,追梦,0.0017664543232948284
167,巾帼不让须眉,0.0017664543232948284
168,豪情,0.0017664543232948284
169,自尊,0.0017664543232948284
170,自立,0.0017664543232948284
171,自强,0.0017664543232948284
172,符合国际,0.0017664543232948284
173,纪律严明,0.0017664543232948284
174,建警,0.0017664543232948284
175,治警,0.0017664543232948284
176,一幕,0.0017664543232948284
177,飞奔,0.0017664543232948284
178,当事人,0.0017664543232948284
179,骗子,0.0017664543232948284
180,情急之下,0.0017664543232948284
181,挂断,0.0017664543232948284
182,电话,0.0017664543232948284
183,经济损失,0.0017664543232948284
184,反诈,0.0017664543232948284
185,止付,0.0017664543232948284
186,5518,0.0017664543232948284
187,痛恨,0.0017664543232948284
188,今年夏天,0.0017664543232948284
189,百日,0.0017664543232948284
190,4.5%,0.0017664543232948284
191,破案,0.0017664543232948284
192,18.4%,0.0017664543232948284
193,触手可及,0.0017664543232948284
194,团圆,0.0017664543232948284
195,破获,0.0017664543232948284
196,906,0.0017664543232948284
197,找回,0.0017664543232948284
198,历年,0.0017664543232948284
199,1190,0.0017664543232948284
200,数千个,0.0017664543232948284
201,骨肉团圆,0.0017664543232948284
202,破获案件,0.0017664543232948284
203,万起,0.0017664543232948284
204,团伙,0.0017664543232948284
205,2212,0.0017664543232948284
206,追赃,0.0017664543232948284
207,挽损,0.0017664543232948284
208,迅雷,0.0017664543232948284
209,数百,0.0017664543232948284
210,间谍,0.0017664543232948284
211,窃密,0.0017664543232948284
212,舍生忘死,0.0017664543232948284
213,毒贩,0.0017664543232948284
214,生死搏斗,0.0017664543232948284
215,保卫,0.0017664543232948284
216,职新警,0.0017664543232948284
217,聘任,0.0017664543232948284
218,辅警,0.0017664543232948284
219,警力,0.0017664543232948284
220,之基,0.0017664543232948284
221,利企,0.0017664543232948284
222,抢险救灾,0.0017664543232948284
223,内蒙古地区,0.0017664543232948284
224,刚过,0.0017664543232948284
225,一举,0.0017664543232948284
226,大关,0.0017664543232948284
227,8.5,0.0017664543232948284
228,157,0.0017664543232948284
229,牲畜,0.0017664543232948284
230,存栏,0.0017664543232948284
231,奶业,0.0017664543232948284
232,肉羊,0.0017664543232948284
233,马铃薯,0.0017664543232948284
234,总装机,0.0017664543232948284
235,1.56,0.0017664543232948284
236,亿千瓦,0.0017664543232948284
237,煤化工,0.0017664543232948284
238,1.22,0.0017664543232948284
239,种草,0.0017664543232948284
240,2.86,0.0017664543232948284
241,防沙,0.0017664543232948284
242,6100,0.0017664543232948284
243,多列,0.0017664543232948284
244,学前,0.0017664543232948284
245,九年,0.0017664543232948284
246,经贸关系,0.0017664543232948284
247,缔结,0.0017664543232948284
248,友好城市,0.0017664543232948284
249,中后期,0.0017664543232948284
250,有余,0.0017664543232948284
251,头茬,0.0017664543232948284
252,指导组,0.0017664543232948284
253,分片包干,0.0017664543232948284
254,抽穗,0.0017664543232948284
255,1510,0.0017664543232948284
256,耕作,0.0017664543232948284
257,公主岭市,0.0017664543232948284
258,秸秆,0.0017664543232948284
259,还田,0.0017664543232948284
260,粳稻,0.0017664543232948284
261,成熟期,0.0017664543232948284
262,绥滨县,0.0017664543232948284
263,周厚超,0.0017664543232948284
264,巡回,0.0017664543232948284
265,一关,0.0017664543232948284
266,防涝,0.0017664543232948284
267,倒伏,0.0017664543232948284
268,早霜,0.0017664543232948284
269,群众路线,0.0017664543232948284
270,独具,0.0017664543232948284
271,大兴区,0.0017664543232948284
272,养生,0.0017664543232948284
273,与融,0.0017664543232948284
274,喜闻乐见,0.0017664543232948284
275,演变,0.0017664543232948284
276,海淀区,0.0017664543232948284
277,四季青,0.0017664543232948284
278,助残,0.0017664543232948284
279,区街,0.0017664543232948284
280,村全,0.0017664543232948284
281,1194,0.0017664543232948284
282,1106,0.0017664543232948284
283,7257,0.0017664543232948284
284,343156.0,0.0017664543232948284
285,运输设备,0.0017664543232948284
286,快速增长,0.0017664543232948284
287,国家开发银行,0.0017664543232948284
288,五大,0.0017664543232948284
289,局等,0.0017664543232948284
290,勘探,0.0017664543232948284
291,深层,0.0017664543232948284
292,页岩,0.0017664543232948284
293,动用储量,0.0017664543232948284
294,上产,0.0017664543232948284
295,2076,0.0017664543232948284
296,首列,0.0017664543232948284
297,开港,0.0017664543232948284
298,区港,0.0017664543232948284
299,出关,0.0017664543232948284
300,入关,0.0017664543232948284
301,创业者,0.0017664543232948284
302,展等,0.0017664543232948284
303,创业项目,0.0017664543232948284
304,留学人员,0.0017664543232948284
305,国家火炬,0.0017664543232948284
306,德阳,0.0017664543232948284
307,风能,0.0017664543232948284
308,摄制,0.0017664543232948284
309,点档,0.0017664543232948284
310,所在区域,0.0017664543232948284
311,总司令,0.0017664543232948284
312,卢日,0.0017664543232948284
313,虚假,0.0017664543232948284
314,美联社,0.0017664543232948284
315,借俄乌,0.0017664543232948284
316,木材,0.0017664543232948284
317,橡胶,0.0017664543232948284
318,巴尔的摩,0.0017664543232948284
319,称要,0.0017664543232948284
320,毁灭性,0.0017664543232948284
321,无疑,0.0017664543232948284
322,冲高,0.0017664543232948284
323,普通家庭,0.0017664543232948284
324,伦敦,0.0017664543232948284
325,萨迪克,0.0017664543232948284
326,事实证明,0.0017664543232948284
327,不在意,0.0017664543232948284
328,他国,0.0017664543232948284
329,17432,0.0017664543232948284
330,自猴,0.0017664543232948284
331,即便如此,0.0017664543232948284
332,最佳时机,0.0017664543232948284
333,一例,0.0017664543232948284
334,美国联邦储备委员会,0.0017664543232948284
335,鲍威尔,0.0017664543232948284
336,将会,0.0017664543232948284
337,受此,0.0017664543232948284
338,股市,0.0017664543232948284
339,股指,0.0017664543232948284
340,欧洲议会,0.0017664543232948284
341,英吉利海峡,0.0017664543232948284
342,北海,0.0017664543232948284
343,法律手段,0.0017664543232948284
344,脱欧,0.0017664543232948284
345,污水排放,0.0017664543232948284
346,英法,0.0017664543232948284
347,危及,0.0017664543232948284
348,受新冠,0.0017664543232948284
349,1.35,0.0017664543232948284
350,3.45,0.0017664543232948284
351,守护,0.0017459909127949082
352,大豆,0.0017459909127949082
353,家属,0.001689534707054621
354,期待,0.001689534707054621
355,抗击,0.001689534707054621
356,击中,0.001689534707054621
357,核心技术,0.001689534707054621
358,7000,0.001689534707054621
359,签署,0.001689534707054621
360,基金,0.001689534707054621
361,三天,0.001689534707054621
362,商品,0.001689534707054621
363,家庭,0.001598907301985765
364,论坛,0.001598907301985765
365,种植,0.0015452002583048615
366,惠及,0.0015309434726644374
367,整治,0.0015309434726644374
368,收获,0.0015309434726644374
369,感染,0.0015309434726644374
370,纽约州,0.0015309434726644374
371,李克强,0.0014646304856437437
372,聚焦,0.0014646304856437437
373,水稻,0.0014646304856437437
374,复信,0.001409897131648766
375,作出贡献,0.001409897131648766
376,感人事迹,0.001409897131648766
377,得益于,0.001409897131648766
378,无数,0.001409897131648766
379,辛勤,0.001409897131648766
380,1800,0.001409897131648766
381,感激,0.001409897131648766
382,战火,0.001409897131648766
383,褪色,0.001409897131648766
384,离不开,0.001409897131648766
385,享有,0.001409897131648766
386,不用,0.001409897131648766
387,出门,0.001409897131648766
388,折射,0.001409897131648766
389,保障法,0.001409897131648766
390,孕产妇,0.001409897131648766
391,在校生,0.001409897131648766
392,四成,0.001409897131648766
393,不懈,0.001409897131648766
394,赛场,0.001409897131648766
395,发展中国家,0.001409897131648766
396,优势互补,0.001409897131648766
397,一视同仁,0.001409897131648766
398,对党,0.001409897131648766
399,公正,0.001409897131648766
400,安全观,0.001409897131648766
401,名片,0.001409897131648766
402,保山,0.001409897131648766
403,辖区,0.001409897131648766
404,有人,0.001409897131648766
405,一把,0.001409897131648766
406,阻止,0.001409897131648766
407,源于,0.001409897131648766
408,感到,0.001409897131648766
409,1.7,0.001409897131648766
410,155,0.001409897131648766
411,硝烟,0.001409897131648766
412,隐蔽,0.001409897131648766
413,侦破,0.001409897131648766
414,禁毒,0.001409897131648766
415,缉毒,0.001409897131648766
416,所盼,0.001409897131648766
417,甘于,0.001409897131648766
418,跨过,0.001409897131648766
419,GDP,0.001409897131648766
420,万头,0.001409897131648766
421,肉牛,0.001409897131648766
422,百亿,0.001409897131648766
423,煤电,0.001409897131648766
424,4.9,0.001409897131648766
425,民用机场,0.001409897131648766
426,过境,0.001409897131648766
427,新疆地区,0.001409897131648766
428,0.74,0.001409897131648766
429,306.49,0.001409897131648766
430,财政支出,0.001409897131648766
431,免费,0.001409897131648766
432,石榴,0.001409897131648766
433,不断加强,0.001409897131648766
434,176,0.001409897131648766
435,朋友圈,0.001409897131648766
436,双季稻,0.001409897131648766
437,两季,0.001409897131648766
438,一季,0.001409897131648766
439,稻区,0.001409897131648766
440,肥西,0.001409897131648766
441,农业部门,0.001409897131648766
442,村组,0.001409897131648766
443,田头,0.001409897131648766
444,田管,0.001409897131648766
445,今年年初,0.001409897131648766
446,黑土地,0.001409897131648766
447,保护性,0.001409897131648766
448,多万元,0.001409897131648766
449,粉碎,0.001409897131648766
450,有机质,0.001409897131648766
451,农场,0.001409897131648766
452,查看,0.001409897131648766
453,开设,0.001409897131648766
454,街道,0.001409897131648766
455,镇新,0.001409897131648766
456,分区,0.001409897131648766
457,党群,0.001409897131648766
458,翻译,0.001409897131648766
459,万多种,0.001409897131648766
460,图书,0.001409897131648766
461,著作,0.001409897131648766
462,亿册,0.001409897131648766
463,机械行业,0.001409897131648766
464,投放,0.001409897131648766
465,422,0.001409897131648766
466,地理,0.001409897131648766
467,保税,0.001409897131648766
468,保税区,0.001409897131648766
469,一期,0.001409897131648766
470,运输能力,0.001409897131648766
471,大赛,0.001409897131648766
472,91,0.001409897131648766
473,科创,0.001409897131648766
474,学院,0.001409897131648766
475,浦江,0.001409897131648766
476,顶尖,0.001409897131648766
477,230,0.001409897131648766
478,发展趋势,0.001409897131648766
479,燃料库,0.001409897131648766
480,开火,0.001409897131648766
481,散布,0.001409897131648766
482,半年,0.001409897131648766
483,3600,0.001409897131648766
484,运抵,0.001409897131648766
485,月均,0.001409897131648766
486,进口额,0.001409897131648766
487,上限,0.001409897131648766
488,国会山,0.001409897131648766
489,暴发,0.001409897131648766
490,重蹈,0.001409897131648766
491,覆辙,0.001409897131648766
492,痘病毒,0.001409897131648766
493,早已,0.001409897131648766
494,一再,0.001409897131648766
495,错失,0.001409897131648766
496,分配,0.001409897131648766
497,混乱,0.001409897131648766
498,邻近,0.001409897131648766
499,首例,0.001409897131648766
500,加息,0.001409897131648766
501,痛苦,0.001409897131648766
502,情绪,0.001409897131648766
503,打压,0.001409897131648766
504,3%,0.001409897131648766
505,欧盟委员会,0.001409897131648766
506,制止,0.001409897131648766
507,约束,0.001409897131648766
508,频频,0.001409897131648766
509,渔业,0.001409897131648766
510,探索,0.0013935654967132823
511,拦截,0.0013935654967132823
512,万元,0.0013935654967132823
513,亿立方米,0.0013935654967132823
514,能源价格,0.0013935654967132823
515,法国,0.0013935654967132823
516,月份,0.0013411077886166813
517,通胀,0.0013411077886166813
518,示范区,0.0012723895341038344
519,推广,0.0012723895341038344
520,一体,0.0012723895341038344
521,合作,0.001202051749264578
522,浙江省,0.001201324545173373
523,英勇,0.001201324545173373
524,侵略,0.001201324545173373
525,途经,0.001201324545173373
526,公共场所,0.001201324545173373
527,查询,0.001201324545173373
528,重视,0.001201324545173373
529,基本国策,0.001201324545173373
530,合法权益,0.001201324545173373
531,寿命,0.001201324545173373
532,世界卫生组织,0.001201324545173373
533,十个,0.001201324545173373
534,追求,0.001201324545173373
535,一位,0.001201324545173373
536,领跑,0.001201324545173373
537,路上,0.001201324545173373
538,日向,0.001201324545173373
539,姿态,0.001201324545173373
540,一张,0.001201324545173373
541,亮丽,0.001201324545173373
542,接到,0.001201324545173373
543,通话,0.001201324545173373
544,涉案,0.001201324545173373
545,刑事,0.001201324545173373
546,公安部,0.001201324545173373
547,余名,0.001201324545173373
548,战线,0.001201324545173373
549,最前沿,0.001201324545173373
550,鲜血,0.001201324545173373
551,勇于,0.001201324545173373
552,4.2,0.001201324545173373
553,治沙,0.001201324545173373
554,核心区,0.001201324545173373
555,不断扩大,0.001201324545173373
556,超额完成,0.001201324545173373
557,土壤,0.001201324545173373
558,含量,0.001201324545173373
559,化肥,0.001201324545173373
560,秋收,0.001201324545173373
561,一个月,0.001201324545173373
562,夏玉米,0.001201324545173373
563,灌浆,0.001201324545173373
564,降雨量,0.001201324545173373
565,偏多,0.001201324545173373
566,注重,0.001201324545173373
567,政务,0.001201324545173373
568,踊跃,0.001201324545173373
569,88,0.001201324545173373
570,最早,0.001201324545173373
571,文字,0.001201324545173373
572,6.8%,0.001201324545173373
